id,traderAddress,baseTokenAddress,quoteTokenAddress,traderType,blockNumber,txCount,baseBalance,quoteBalance,createdAt
cmklefz1t00016pm3i6hocq9b,0xa0Ee7A142d267C1f36714E4a8F75612F20a79720,0x55d398326f99059fF775485246999027B3197955,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,SUBSCRIPTION,70070042,7,103958.6993370393,96039.61565535383,2026-01-19T16:48:26.417Z
cmklefz2400026pm3jpliblws,0x14dC79964da2C08b23698B3D3cc7Ca32193d9955,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x55d398326f99059fF775485246999027B3197955,SUBSCRIPTION,70070042,7,127.0214772753639,94119.2,2026-01-19T16:48:26.428Z
cmklefz5100036pm3rup28r66,0xa0Ee7A142d267C1f36714E4a8F75612F20a79720,0x55d398326f99059fF775485246999027B3197955,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,SUBSCRIPTION,70070042,10,103958.6993370393,96039.23171991769,2026-01-19T16:48:26.533Z
cmklefzc000046pm3pb5i30ck,0x23618e81E3f5cdF7f54C3d65f7FBc0aBf5B21E8f,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,SUBSCRIPTION,70070079,12,131.3817731985554,138704.4404691632,2026-01-19T16:48:26.784Z
cmklefzd300056pm3p5cwxi43,0xa0Ee7A142d267C1f36714E4a8F75612F20a79720,0x55d398326f99059fF775485246999027B3197955,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,SUBSCRIPTION,70070079,15,109604.7184210265,90390.97729378028,2026-01-19T16:48:26.823Z
cmklefzek00066pm3sei1huoa,0x14dC79964da2C08b23698B3D3cc7Ca32193d9955,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x55d398326f99059fF775485246999027B3197955,SUBSCRIPTION,70070079,16,141.9163592460661,81706.4439503855,2026-01-19T16:48:26.876Z
cmklefzi700076pm3xwusdwgq,0xa0Ee7A142d267C1f36714E4a8F75612F20a79720,0x55d398326f99059fF775485246999027B3197955,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,SUBSCRIPTION,70070079,18,113183.0585845252,86811.49459294658,2026-01-19T16:48:27.007Z
cmklefzl000086pm3inl6y4nq,0x23618e81E3f5cdF7f54C3d65f7FBc0aBf5B21E8f,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,SUBSCRIPTION,70070079,16,134.6598313619686,155807.0716043675,2026-01-19T16:48:27.108Z
cmklefzlq00096pm3l4ztev3i,0x14dC79964da2C08b23698B3D3cc7Ca32193d9955,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x55d398326f99059fF775485246999027B3197955,SUBSCRIPTION,70070079,20,145.805772452874,78485.64162139126,2026-01-19T16:48:27.134Z
cmklefznb000a6pm3bvu44xow,0x14dC79964da2C08b23698B3D3cc7Ca32193d9955,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x55d398326f99059fF775485246999027B3197955,SUBSCRIPTION,70070079,22,145.8050549097839,78499.76304008662,2026-01-19T16:48:27.191Z
cmkleg0in000b6pm3g7pyqn8x,0xa0Ee7A142d267C1f36714E4a8F75612F20a79720,0x55d398326f99059fF775485246999027B3197955,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,SUBSCRIPTION,70070135,25,121521.0801289467,78470.4144569918,2026-01-19T16:48:28.319Z
cmkleg0kr000c6pm3khcuyeg1,0x14dC79964da2C08b23698B3D3cc7Ca32193d9955,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x55d398326f99059fF775485246999027B3197955,SUBSCRIPTION,70070135,29,154.9626941451391,70969.47450743116,2026-01-19T16:48:28.395Z
cmkleg0kx000d6pm3c2q8b81m,0xa0Ee7A142d267C1f36714E4a8F75612F20a79720,0x55d398326f99059fF775485246999027B3197955,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,SUBSCRIPTION,70070135,27,121521.073509927,78470.10080670528,2026-01-19T16:48:28.401Z
cmkleg0lq000e6pm3x79ki2zv,0x23618e81E3f5cdF7f54C3d65f7FBc0aBf5B21E8f,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,SUBSCRIPTION,70070135,24,182.6743022295943,138020.5072654606,2026-01-19T16:48:28.430Z
cmkleg0o6000f6pm349oa9s3a,0x14dC79964da2C08b23698B3D3cc7Ca32193d9955,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x55d398326f99059fF775485246999027B3197955,SUBSCRIPTION,70070135,33,156.7061804871259,69627.30553187794,2026-01-19T16:48:28.518Z
cmkleg0ow000g6pm3roip1xvt,0x23618e81E3f5cdF7f54C3d65f7FBc0aBf5B21E8f,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,SUBSCRIPTION,70070135,28,189.3973398526904,132288.477723823,2026-01-19T16:48:28.544Z
cmkleg0po000h6pm3273txuzw,0xa0Ee7A142d267C1f36714E4a8F75612F20a79720,0x55d398326f99059fF775485246999027B3197955,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,SUBSCRIPTION,70070135,33,127610.8354665401,72378.03300073363,2026-01-19T16:48:28.572Z
cmkleg0qn000i6pm3uzfgfine,0x23618e81E3f5cdF7f54C3d65f7FBc0aBf5B21E8f,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,SUBSCRIPTION,70070135,30,189.136806878557,132558.0272083931,2026-01-19T16:48:28.607Z
cmkleg0sc000j6pm37t05baen,0x23618e81E3f5cdF7f54C3d65f7FBc0aBf5B21E8f,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,SUBSCRIPTION,70070135,32,189.398352072658,132334.4757394322,2026-01-19T16:48:28.668Z
cmkleg0t2000k6pm32sbukzw8,0x14dC79964da2C08b23698B3D3cc7Ca32193d9955,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x55d398326f99059fF775485246999027B3197955,SUBSCRIPTION,70070135,39,164.9736876728538,62937.56949541216,2026-01-19T16:48:28.694Z
cmkleg0u8000l6pm34ebbdbof,0xa0Ee7A142d267C1f36714E4a8F75612F20a79720,0x55d398326f99059fF775485246999027B3197955,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,SUBSCRIPTION,70070135,37,130476.0689525013,69511.57613986645,2026-01-19T16:48:28.736Z
cmkleg0v8000m6pm39kcbb6xz,0x23618e81E3f5cdF7f54C3d65f7FBc0aBf5B21E8f,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,SUBSCRIPTION,70070135,35,192.3121348205492,129895.6447206114,2026-01-19T16:48:28.772Z
cmkleg0vf000n6pm3pa3k9al0,0x14dC79964da2C08b23698B3D3cc7Ca32193d9955,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x55d398326f99059fF775485246999027B3197955,SUBSCRIPTION,70070135,41,163.3886488298961,64311.97814702338,2026-01-19T16:48:28.779Z
cmkleg0vo000o6pm35qp9f9i2,0xa0Ee7A142d267C1f36714E4a8F75612F20a79720,0x55d398326f99059fF775485246999027B3197955,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,SUBSCRIPTION,70070135,39,130476.0667155041,69511.29467175525,2026-01-19T16:48:28.788Z
cmkleg0yd000p6pm3wzciqd0b,0x14dC79964da2C08b23698B3D3cc7Ca32193d9955,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x55d398326f99059fF775485246999027B3197955,SUBSCRIPTION,70070213,45,167.9435947393588,60529.91933615323,2026-01-19T16:48:28.885Z
cmkleg0yp000q6pm35oqtfu4l,0x23618e81E3f5cdF7f54C3d65f7FBc0aBf5B21E8f,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,SUBSCRIPTION,70070213,39,195.2253070158993,127649.6839431118,2026-01-19T16:48:28.897Z
cmkleg19c000r6pm3qzd5f9fz,0xa0Ee7A142d267C1f36714E4a8F75612F20a79720,0x55d398326f99059fF775485246999027B3197955,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,SUBSCRIPTION,70070213,48,139639.8059275046,60344.29137017675,2026-01-19T16:48:29.280Z
cmkleg1kt000s6pm3wl60q2un,0xa0Ee7A142d267C1f36714E4a8F75612F20a79720,0x55d398326f99059fF775485246999027B3197955,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,SUBSCRIPTION,70070252,51,140846.2883418562,59137.17042822425,2026-01-19T16:48:29.693Z
cmkleg28a000t6pm3odf5wyyo,0xa0Ee7A142d267C1f36714E4a8F75612F20a79720,0x55d398326f99059fF775485246999027B3197955,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,SUBSCRIPTION,70070272,57,145435.6942904944,54546.02577807848,2026-01-19T16:48:30.538Z
cmkleg2fz000u6pm34uwwo014,0x23618e81E3f5cdF7f54C3d65f7FBc0aBf5B21E8f,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,SUBSCRIPTION,70070272,51,276.1613089150521,142375.8238056503,2026-01-19T16:48:30.815Z
cmkleg2jv000v6pm3n5e3cvtn,0xa0Ee7A142d267C1f36714E4a8F75612F20a79720,0x55d398326f99059fF775485246999027B3197955,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,SUBSCRIPTION,70070272,61,146526.2471791189,53454.69902099818,2026-01-19T16:48:30.955Z
cmkleg2ls000w6pm35weh6ql0,0x23618e81E3f5cdF7f54C3d65f7FBc0aBf5B21E8f,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,SUBSCRIPTION,70070272,54,238.0633543312711,136737.7411829466,2026-01-19T16:48:31.024Z
cmkleg2v1000x6pm3hhg9jkzu,0x14dC79964da2C08b23698B3D3cc7Ca32193d9955,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x55d398326f99059fF775485246999027B3197955,SUBSCRIPTION,70070298,66,187.9931438021303,43822.2243405283,2026-01-19T16:48:31.357Z
cmkleg374000y6pm3m66rm9we,0xa0Ee7A142d267C1f36714E4a8F75612F20a79720,0x55d398326f99059fF775485246999027B3197955,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,SUBSCRIPTION,70070298,66,150674.6683636111,49304.91237935189,2026-01-19T16:48:31.792Z
cmkleg3a9000z6pm3p1m6ordn,0x23618e81E3f5cdF7f54C3d65f7FBc0aBf5B21E8f,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,SUBSCRIPTION,70070316,58,272.0463939569224,137861.2378164797,2026-01-19T16:48:31.905Z
cmkleg3ad00106pm3nhme24nq,0x14dC79964da2C08b23698B3D3cc7Ca32193d9955,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x55d398326f99059fF775485246999027B3197955,SUBSCRIPTION,70070316,71,192.0570249590934,40420.2244320803,2026-01-19T16:48:31.909Z
cmkleg3cp00116pm33li9md7x,0x14dC79964da2C08b23698B3D3cc7Ca32193d9955,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x55d398326f99059fF775485246999027B3197955,SUBSCRIPTION,70070316,73,192.0567734399589,40421.28486388773,2026-01-19T16:48:31.993Z
cmkleg3cy00136pm3jdjt9var,0x23618e81E3f5cdF7f54C3d65f7FBc0aBf5B21E8f,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,SUBSCRIPTION,70070316,61,278.478179671003,132401.9327989471,2026-01-19T16:48:32.002Z
cmkleg3cy00126pm3gbs3ikds,0xa0Ee7A142d267C1f36714E4a8F75612F20a79720,0x55d398326f99059fF775485246999027B3197955,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,SUBSCRIPTION,70070316,71,153573.2206878536,46405.21061469855,2026-01-19T16:48:32.002Z
cmkleg3kj00146pm3j3dxd210,0x14dC79964da2C08b23698B3D3cc7Ca32193d9955,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x55d398326f99059fF775485246999027B3197955,SUBSCRIPTION,70070316,78,193.9796366789275,38821.43882668957,2026-01-19T16:48:32.274Z
cmkleg3kr00156pm3up3kt8cb,0xa0Ee7A142d267C1f36714E4a8F75612F20a79720,0x55d398326f99059fF775485246999027B3197955,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,SUBSCRIPTION,70070316,75,154501.011506442,45476.74862040912,2026-01-19T16:48:32.282Z
cmkleg3ol00166pm3tir5nmi0,0x23618e81E3f5cdF7f54C3d65f7FBc0aBf5B21E8f,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,SUBSCRIPTION,70070359,66,287.6608427001908,162693.3459463884,2026-01-19T16:48:32.421Z
cmkleg3qt00176pm37d7okah9,0x14dC79964da2C08b23698B3D3cc7Ca32193d9955,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x55d398326f99059fF775485246999027B3197955,SUBSCRIPTION,70070359,81,193.9699058437749,38829.45438637272,2026-01-19T16:48:32.501Z
cmkleg3xe00186pm32agah8gp,0xa0Ee7A142d267C1f36714E4a8F75612F20a79720,0x55d398326f99059fF775485246999027B3197955,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,SUBSCRIPTION,70070359,79,157174.5386050855,42802.3519875401,2026-01-19T16:48:32.738Z
cmkleg3yo00196pm3ke6myrhd,0x23618e81E3f5cdF7f54C3d65f7FBc0aBf5B21E8f,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,SUBSCRIPTION,70070359,70,298.9715303890776,153125.6756579732,2026-01-19T16:48:32.784Z
cmkleg400001a6pm3kvyc4u1y,0xa0Ee7A142d267C1f36714E4a8F75612F20a79720,0x55d398326f99059fF775485246999027B3197955,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,SUBSCRIPTION,70070359,81,157174.5349926257,42802.18398199486,2026-01-19T16:48:32.832Z
cmkleg44k001b6pm3hkvrurcm,0x23618e81E3f5cdF7f54C3d65f7FBc0aBf5B21E8f,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,SUBSCRIPTION,70070403,74,303.1372113164855,150732.6634307038,2026-01-19T16:48:32.996Z
cmkleg46v001c6pm3r0pfz8oo,0x23618e81E3f5cdF7f54C3d65f7FBc0aBf5B21E8f,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,SUBSCRIPTION,70070403,76,302.2358689640118,151156.3639684398,2026-01-19T16:48:33.079Z
cmkleg47x001d6pm3q8guxzdl,0x14dC79964da2C08b23698B3D3cc7Ca32193d9955,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x55d398326f99059fF775485246999027B3197955,SUBSCRIPTION,70070403,93,201.66935688286,32376.40656197678,2026-01-19T16:48:33.117Z
cmkleg4o6001e6pm3lvb801la,0x23618e81E3f5cdF7f54C3d65f7FBc0aBf5B21E8f,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,SUBSCRIPTION,70070444,82,313.3548082213495,139115.095844597,2026-01-19T16:48:33.702Z
cmkleg4oh001f6pm3wx4nj2xq,0x14dC79964da2C08b23698B3D3cc7Ca32193d9955,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x55d398326f99059fF775485246999027B3197955,SUBSCRIPTION,70070444,100,205.4333084385599,29270.28142845375,2026-01-19T16:48:33.713Z
cmkleg4on001g6pm3l5s6zjf2,0xa0Ee7A142d267C1f36714E4a8F75612F20a79720,0x55d398326f99059fF775485246999027B3197955,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,SUBSCRIPTION,70070444,92,164288.151802087,35686.08485795213,2026-01-19T16:48:33.719Z
cmkleg4u6001h6pm32z41x3st,0x23618e81E3f5cdF7f54C3d65f7FBc0aBf5B21E8f,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,SUBSCRIPTION,70070444,85,319.87186541537,133606.138049151,2026-01-19T16:48:33.918Z
cmkleg508001i6pm362kohjvg,0x14dC79964da2C08b23698B3D3cc7Ca32193d9955,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x55d398326f99059fF775485246999027B3197955,SUBSCRIPTION,70070444,109,209.4029274426417,25936.44961676398,2026-01-19T16:48:34.136Z
cmkleg522001j6pm3rnxsa4im,0x14dC79964da2C08b23698B3D3cc7Ca32193d9955,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x55d398326f99059fF775485246999027B3197955,SUBSCRIPTION,70070444,111,209.4032685658155,25949.20091569171,2026-01-19T16:48:34.202Z
cmkleg5gg001k6pm3dml4p9ms,0x23618e81E3f5cdF7f54C3d65f7FBc0aBf5B21E8f,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,SUBSCRIPTION,70070507,92,335.1059028569367,120769.3667627594,2026-01-19T16:48:34.720Z
cmkleg5ih001l6pm30fymlq36,0x23618e81E3f5cdF7f54C3d65f7FBc0aBf5B21E8f,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,SUBSCRIPTION,70070507,94,332.1395584595889,123236.309936982,2026-01-19T16:48:34.793Z
cmkleg5ix001m6pm3stkwr7rs,0x14dC79964da2C08b23698B3D3cc7Ca32193d9955,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x55d398326f99059fF775485246999027B3197955,SUBSCRIPTION,70070507,118,211.8032434131034,23956.49971262517,2026-01-19T16:48:34.809Z
cmkleg5ls001n6pm3945nfxjx,0x23618e81E3f5cdF7f54C3d65f7FBc0aBf5B21E8f,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,SUBSCRIPTION,70070507,98,340.8076692916508,115989.0290222079,2026-01-19T16:48:34.912Z
cmkleg5mp001o6pm3hz8gg76s,0x14dC79964da2C08b23698B3D3cc7Ca32193d9955,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x55d398326f99059fF775485246999027B3197955,SUBSCRIPTION,70070507,123,213.480391715868,22557.3593660094,2026-01-19T16:48:34.945Z
cmkleg5n1001p6pm31uzbd3g3,0xa0Ee7A142d267C1f36714E4a8F75612F20a79720,0x55d398326f99059fF775485246999027B3197955,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,SUBSCRIPTION,70070507,111,174657.8745001609,25312.81706741111,2026-01-19T16:48:34.957Z
cmkleg5od001q6pm3ode3ymap,0x14dC79964da2C08b23698B3D3cc7Ca32193d9955,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x55d398326f99059fF775485246999027B3197955,SUBSCRIPTION,70070507,125,214.0169752157452,22106.21217868922,2026-01-19T16:48:35.005Z
cmkleg5ox001r6pm3duetzy6z,0xa0Ee7A142d267C1f36714E4a8F75612F20a79720,0x55d398326f99059fF775485246999027B3197955,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,SUBSCRIPTION,70070507,114,175163.9615686114,24806.46246635373,2026-01-19T16:48:35.025Z
cmkleg5p9001s6pm3rakjpho0,0x23618e81E3f5cdF7f54C3d65f7FBc0aBf5B21E8f,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,SUBSCRIPTION,70070507,103,346.3297211484077,111425.0151216296,2026-01-19T16:48:35.037Z
cmkleg5pm001t6pm35iv47wza,0x14dC79964da2C08b23698B3D3cc7Ca32193d9955,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x55d398326f99059fF775485246999027B3197955,SUBSCRIPTION,70070507,127,214.0169752157452,22115.44333597364,2026-01-19T16:48:35.050Z
cmkleg5py001u6pm39cm3l3nn,0xa0Ee7A142d267C1f36714E4a8F75612F20a79720,0x55d398326f99059fF775485246999027B3197955,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,SUBSCRIPTION,70070507,116,175163.9603929733,24806.36407263688,2026-01-19T16:48:35.062Z
cmkleg5z6001v6pm3mmfvw4kj,0xa0Ee7A142d267C1f36714E4a8F75612F20a79720,0x55d398326f99059fF775485246999027B3197955,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,SUBSCRIPTION,70070569,119,175659.9225106321,24310.14115415403,2026-01-19T16:48:35.394Z
cmkleg675001w6pm3ugnd0im8,0xa0Ee7A142d267C1f36714E4a8F75612F20a79720,0x55d398326f99059fF775485246999027B3197955,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,SUBSCRIPTION,70070569,121,175659.9204972238,24310.04538842712,2026-01-19T16:48:35.681Z
cmkleg68l001x6pm3bebo94ks,0x14dC79964da2C08b23698B3D3cc7Ca32193d9955,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x55d398326f99059fF775485246999027B3197955,SUBSCRIPTION,70070569,133,216.0579322301827,20411.99783964549,2026-01-19T16:48:35.733Z
cmkleg68m001y6pm3eiokvtgd,0x23618e81E3f5cdF7f54C3d65f7FBc0aBf5B21E8f,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,SUBSCRIPTION,70070569,109,385.482754316808,100719.3884521955,2026-01-19T16:48:35.734Z
cmkleg693001z6pm3t9nalx61,0xa0Ee7A142d267C1f36714E4a8F75612F20a79720,0x55d398326f99059fF775485246999027B3197955,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,SUBSCRIPTION,70070569,123,175659.9184824219,24309.94955435482,2026-01-19T16:48:35.751Z
cmkleg6g700206pm3x63xkx7b,0x14dC79964da2C08b23698B3D3cc7Ca32193d9955,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x55d398326f99059fF775485246999027B3197955,SUBSCRIPTION,70070588,135,216.5432150629574,20003.75788285258,2026-01-19T16:48:36.007Z
cmkleg6g700216pm3yk45g19h,0x23618e81E3f5cdF7f54C3d65f7FBc0aBf5B21E8f,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,SUBSCRIPTION,70070588,111,385.354077953226,100827.6298633355,2026-01-19T16:48:36.007Z
cmkleg6on00226pm3m8xu7bxe,0x23618e81E3f5cdF7f54C3d65f7FBc0aBf5B21E8f,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,SUBSCRIPTION,70070588,113,385.354077953226,145404.8167510191,2026-01-19T16:48:36.311Z
cmkleg6pg00236pm3q89tqlj5,0x14dC79964da2C08b23698B3D3cc7Ca32193d9955,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x55d398326f99059fF775485246999027B3197955,SUBSCRIPTION,70070588,139,217.9415693871476,18827.37688927779,2026-01-19T16:48:36.340Z
cmkleg6qn00246pm3m3ntywj1,0xa0Ee7A142d267C1f36714E4a8F75612F20a79720,0x55d398326f99059fF775485246999027B3197955,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,SUBSCRIPTION,70070588,127,176145.9554068839,23823.56475902638,2026-01-19T16:48:36.383Z
